ANTIDEPRESSANTS (level PKI-1)
DULOXETINE	VERAPAMIL	CYP1A2	PKI-1	fourth-tier
MIRTAZAPINE	VERAPAMIL	CYP1A2	PKI-1	fourth-tier
R-CITALOPRAM	VENLAFAXINE	CYP2D6	PKI-1	fourth-tier
DULOXETINE	VENLAFAXINE	CYP2D6	PKI-1	fourth-tier
ESCITALOPRAM	VENLAFAXINE	CYP2D6	PKI-1	fourth-tier
FLUOXETINE	VENLAFAXINE	CYP2D6	PKI-1	fourth-tier
FLUVOXAMINE	VENLAFAXINE	CYP2D6	PKI-1	fourth-tier
MIRTAZAPINE	VENLAFAXINE	CYP2D6	PKI-1	fourth-tier
PAROXETINE	VENLAFAXINE	CYP2D6	PKI-1	fourth-tier
R-CITALOPRAM	TERBINAFINE	CYP2D6	PKI-1	fourth-tier
DULOXETINE	TERBINAFINE	CYP2D6	PKI-1	fourth-tier
ESCITALOPRAM	TERBINAFINE	CYP2D6	PKI-1	fourth-tier
FLUOXETINE	TERBINAFINE	CYP2D6	PKI-1	fourth-tier
FLUVOXAMINE	TERBINAFINE	CYP2D6	PKI-1	fourth-tier
MIRTAZAPINE	TERBINAFINE	CYP2D6	PKI-1	fourth-tier
PAROXETINE	TERBINAFINE	CYP2D6	PKI-1	fourth-tier
VENLAFAXINE	TERBINAFINE	CYP2D6	PKI-1	fourth-tier
MIRTAZAPINE	TELITHROMYCIN	CYP3A5	PKI-1	fourth-tier
R-CITALOPRAM	TELITHROMYCIN	CYP3A4	PKI-1	fourth-tier
ESCITALOPRAM	TELITHROMYCIN	CYP3A4	PKI-1	fourth-tier
MIRTAZAPINE	TELITHROMYCIN	CYP3A4	PKI-1	fourth-tier
TRAZODONE	TELITHROMYCIN	CYP3A4	PKI-1	fourth-tier
VENLAFAXINE	TELITHROMYCIN	CYP3A4	PKI-1	fourth-tier
R-CITALOPRAM	SERTRALINE	CYP2D6	PKI-1	fourth-tier
DULOXETINE	SERTRALINE	CYP2D6	PKI-1	fourth-tier
ESCITALOPRAM	SERTRALINE	CYP2D6	PKI-1	fourth-tier
FLUOXETINE	SERTRALINE	CYP2D6	PKI-1	fourth-tier
FLUVOXAMINE	SERTRALINE	CYP2D6	PKI-1	fourth-tier
MIRTAZAPINE	SERTRALINE	CYP2D6	PKI-1	fourth-tier
PAROXETINE	SERTRALINE	CYP2D6	PKI-1	fourth-tier
VENLAFAXINE	SERTRALINE	CYP2D6	PKI-1	fourth-tier
MIRTAZAPINE	RITONAVIR	CYP3A5	PKI-1	fourth-tier
R-CITALOPRAM	RITONAVIR	CYP3A4	PKI-1	fourth-tier
ESCITALOPRAM	RITONAVIR	CYP3A4	PKI-1	fourth-tier
MIRTAZAPINE	RITONAVIR	CYP3A4	PKI-1	fourth-tier
TRAZODONE	RITONAVIR	CYP3A4	PKI-1	fourth-tier
VENLAFAXINE	RITONAVIR	CYP3A4	PKI-1	fourth-tier
MIRTAZAPINE	RANOLAZINE	CYP3A5	PKI-1	fourth-tier
R-CITALOPRAM	RANOLAZINE	CYP3A4	PKI-1	fourth-tier
ESCITALOPRAM	RANOLAZINE	CYP3A4	PKI-1	fourth-tier
MIRTAZAPINE	RANOLAZINE	CYP3A4	PKI-1	fourth-tier
TRAZODONE	RANOLAZINE	CYP3A4	PKI-1	fourth-tier
VENLAFAXINE	RANOLAZINE	CYP3A4	PKI-1	fourth-tier
R-CITALOPRAM	RANOLAZINE	CYP2D6	PKI-1	fourth-tier
DULOXETINE	RANOLAZINE	CYP2D6	PKI-1	fourth-tier
ESCITALOPRAM	RANOLAZINE	CYP2D6	PKI-1	fourth-tier
FLUOXETINE	RANOLAZINE	CYP2D6	PKI-1	fourth-tier
FLUVOXAMINE	RANOLAZINE	CYP2D6	PKI-1	fourth-tier
MIRTAZAPINE	RANOLAZINE	CYP2D6	PKI-1	fourth-tier
PAROXETINE	RANOLAZINE	CYP2D6	PKI-1	fourth-tier
VENLAFAXINE	RANOLAZINE	CYP2D6	PKI-1	fourth-tier
DULOXETINE	PROPAFENONE	CYP1A2	PKI-1	fourth-tier
MIRTAZAPINE	PROPAFENONE	CYP1A2	PKI-1	fourth-tier
R-CITALOPRAM	PAROXETINE	CYP2D6	PKI-1	fourth-tier
DULOXETINE	PAROXETINE	CYP2D6	PKI-1	fourth-tier
ESCITALOPRAM	PAROXETINE	CYP2D6	PKI-1	fourth-tier
FLUOXETINE	PAROXETINE	CYP2D6	PKI-1	fourth-tier
FLUVOXAMINE	PAROXETINE	CYP2D6	PKI-1	fourth-tier
MIRTAZAPINE	PAROXETINE	CYP2D6	PKI-1	fourth-tier
VENLAFAXINE	PAROXETINE	CYP2D6	PKI-1	fourth-tier
CITALOPRAM	OMEPRAZOLE	CYP2C19	PKI-1	fourth-tier
SERTRALINE	OMEPRAZOLE	CYP2C19	PKI-1	fourth-tier
DULOXETINE	NORFLOXACIN	CYP1A2	PKI-1	fourth-tier
MIRTAZAPINE	NORFLOXACIN	CYP1A2	PKI-1	fourth-tier
MIRTAZAPINE	NEFAZODONE	CYP3A5	PKI-1	fourth-tier
R-CITALOPRAM	NEFAZODONE	CYP3A4	PKI-1	fourth-tier
ESCITALOPRAM	NEFAZODONE	CYP3A4	PKI-1	fourth-tier
MIRTAZAPINE	NEFAZODONE	CYP3A4	PKI-1	fourth-tier
TRAZODONE	NEFAZODONE	CYP3A4	PKI-1	fourth-tier
VENLAFAXINE	NEFAZODONE	CYP3A4	PKI-1	fourth-tier
CITALOPRAM	MODAFINIL-SULFONE	CYP2C19	PKI-1	fourth-tier
SERTRALINE	MODAFINIL-SULFONE	CYP2C19	PKI-1	fourth-tier
CITALOPRAM	MODAFINIL	CYP2C19	PKI-1	fourth-tier
SERTRALINE	MODAFINIL	CYP2C19	PKI-1	fourth-tier
DULOXETINE	MEXILETINE	CYP1A2	PKI-1	fourth-tier
MIRTAZAPINE	MEXILETINE	CYP1A2	PKI-1	fourth-tier
R-CITALOPRAM	KETOCONAZOLE	CYP3A4	PKI-1	fourth-tier
ESCITALOPRAM	KETOCONAZOLE	CYP3A4	PKI-1	fourth-tier
MIRTAZAPINE	KETOCONAZOLE	CYP3A4	PKI-1	fourth-tier
TRAZODONE	KETOCONAZOLE	CYP3A4	PKI-1	fourth-tier
VENLAFAXINE	KETOCONAZOLE	CYP3A4	PKI-1	fourth-tier
MIRTAZAPINE	INDINAVIR	CYP3A5	PKI-1	fourth-tier
R-CITALOPRAM	INDINAVIR	CYP3A4	PKI-1	fourth-tier
ESCITALOPRAM	INDINAVIR	CYP3A4	PKI-1	fourth-tier
MIRTAZAPINE	INDINAVIR	CYP3A4	PKI-1	fourth-tier
TRAZODONE	INDINAVIR	CYP3A4	PKI-1	fourth-tier
VENLAFAXINE	INDINAVIR	CYP3A4	PKI-1	fourth-tier
CITALOPRAM	FLUVOXAMINE	CYP2C19	PKI-1	fourth-tier
SERTRALINE	FLUVOXAMINE	CYP2C19	PKI-1	fourth-tier
DULOXETINE	FLUVOXAMINE	CYP1A2	PKI-1	fourth-tier
MIRTAZAPINE	FLUVOXAMINE	CYP1A2	PKI-1	fourth-tier
R-CITALOPRAM	FLUOXETINE	CYP2D6	PKI-1	fourth-tier
DULOXETINE	FLUOXETINE	CYP2D6	PKI-1	fourth-tier
ESCITALOPRAM	FLUOXETINE	CYP2D6	PKI-1	fourth-tier
FLUVOXAMINE	FLUOXETINE	CYP2D6	PKI-1	fourth-tier
MIRTAZAPINE	FLUOXETINE	CYP2D6	PKI-1	fourth-tier
PAROXETINE	FLUOXETINE	CYP2D6	PKI-1	fourth-tier
VENLAFAXINE	FLUOXETINE	CYP2D6	PKI-1	fourth-tier
MIRTAZAPINE	FLUCONAZOLE	CYP3A5	PKI-1	fourth-tier
R-CITALOPRAM	FLUCONAZOLE	CYP3A4	PKI-1	fourth-tier
ESCITALOPRAM	FLUCONAZOLE	CYP3A4	PKI-1	fourth-tier
MIRTAZAPINE	FLUCONAZOLE	CYP3A4	PKI-1	fourth-tier
TRAZODONE	FLUCONAZOLE	CYP3A4	PKI-1	fourth-tier
VENLAFAXINE	FLUCONAZOLE	CYP3A4	PKI-1	fourth-tier
R-CITALOPRAM	ERYTHROMYCIN	CYP3A4	PKI-1	fourth-tier
ESCITALOPRAM	ERYTHROMYCIN	CYP3A4	PKI-1	fourth-tier
MIRTAZAPINE	ERYTHROMYCIN	CYP3A4	PKI-1	fourth-tier
TRAZODONE	ERYTHROMYCIN	CYP3A4	PKI-1	fourth-tier
VENLAFAXINE	ERYTHROMYCIN	CYP3A4	PKI-1	fourth-tier
R-CITALOPRAM	DULOXETINE	CYP2D6	PKI-1	fourth-tier
ESCITALOPRAM	DULOXETINE	CYP2D6	PKI-1	fourth-tier
FLUOXETINE	DULOXETINE	CYP2D6	PKI-1	fourth-tier
FLUVOXAMINE	DULOXETINE	CYP2D6	PKI-1	fourth-tier
MIRTAZAPINE	DULOXETINE	CYP2D6	PKI-1	fourth-tier
PAROXETINE	DULOXETINE	CYP2D6	PKI-1	fourth-tier
VENLAFAXINE	DULOXETINE	CYP2D6	PKI-1	fourth-tier
R-CITALOPRAM	DILTIAZEM	CYP3A4	PKI-1	fourth-tier
ESCITALOPRAM	DILTIAZEM	CYP3A4	PKI-1	fourth-tier
MIRTAZAPINE	DILTIAZEM	CYP3A4	PKI-1	fourth-tier
TRAZODONE	DILTIAZEM	CYP3A4	PKI-1	fourth-tier
VENLAFAXINE	DILTIAZEM	CYP3A4	PKI-1	fourth-tier
MIRTAZAPINE	CLARITHROMYCIN	CYP3A5	PKI-1	fourth-tier
R-CITALOPRAM	CLARITHROMYCIN	CYP3A4	PKI-1	fourth-tier
ESCITALOPRAM	CLARITHROMYCIN	CYP3A4	PKI-1	fourth-tier
MIRTAZAPINE	CLARITHROMYCIN	CYP3A4	PKI-1	fourth-tier
TRAZODONE	CLARITHROMYCIN	CYP3A4	PKI-1	fourth-tier
VENLAFAXINE	CLARITHROMYCIN	CYP3A4	PKI-1	fourth-tier
DULOXETINE	CIPROFLOXACIN	CYP1A2	PKI-1	fourth-tier
MIRTAZAPINE	CIPROFLOXACIN	CYP1A2	PKI-1	fourth-tier
R-CITALOPRAM	CINACALCET	CYP2D6	PKI-1	fourth-tier
DULOXETINE	CINACALCET	CYP2D6	PKI-1	fourth-tier
ESCITALOPRAM	CINACALCET	CYP2D6	PKI-1	fourth-tier
FLUOXETINE	CINACALCET	CYP2D6	PKI-1	fourth-tier
FLUVOXAMINE	CINACALCET	CYP2D6	PKI-1	fourth-tier
MIRTAZAPINE	CINACALCET	CYP2D6	PKI-1	fourth-tier
PAROXETINE	CINACALCET	CYP2D6	PKI-1	fourth-tier
VENLAFAXINE	CINACALCET	CYP2D6	PKI-1	fourth-tier
MIRTAZAPINE	CIMETIDINE	CYP3A5	PKI-1	fourth-tier
R-CITALOPRAM	CIMETIDINE	CYP3A4	PKI-1	fourth-tier
ESCITALOPRAM	CIMETIDINE	CYP3A4	PKI-1	fourth-tier
MIRTAZAPINE	CIMETIDINE	CYP3A4	PKI-1	fourth-tier
TRAZODONE	CIMETIDINE	CYP3A4	PKI-1	fourth-tier
VENLAFAXINE	CIMETIDINE	CYP3A4	PKI-1	fourth-tier
DULOXETINE	CIMETIDINE	CYP1A2	PKI-1	fourth-tier
MIRTAZAPINE	CIMETIDINE	CYP1A2	PKI-1	fourth-tier
R-CITALOPRAM	BUPROPION	CYP2D6	PKI-1	fourth-tier
DULOXETINE	BUPROPION	CYP2D6	PKI-1	fourth-tier
ESCITALOPRAM	BUPROPION	CYP2D6	PKI-1	fourth-tier
FLUOXETINE	BUPROPION	CYP2D6	PKI-1	fourth-tier
FLUVOXAMINE	BUPROPION	CYP2D6	PKI-1	fourth-tier
MIRTAZAPINE	BUPROPION	CYP2D6	PKI-1	fourth-tier
PAROXETINE	BUPROPION	CYP2D6	PKI-1	fourth-tier
VENLAFAXINE	BUPROPION	CYP2D6	PKI-1	fourth-tier
R-CITALOPRAM	ATORVASTATIN	CYP3A4	PKI-1	fourth-tier
ESCITALOPRAM	ATORVASTATIN	CYP3A4	PKI-1	fourth-tier
MIRTAZAPINE	ATORVASTATIN	CYP3A4	PKI-1	fourth-tier
TRAZODONE	ATORVASTATIN	CYP3A4	PKI-1	fourth-tier
VENLAFAXINE	ATORVASTATIN	CYP3A4	PKI-1	fourth-tier
MIRTAZAPINE	ATAZANAVIR	CYP3A5	PKI-1	fourth-tier
R-CITALOPRAM	ATAZANAVIR	CYP3A4	PKI-1	fourth-tier
ESCITALOPRAM	ATAZANAVIR	CYP3A4	PKI-1	fourth-tier
MIRTAZAPINE	ATAZANAVIR	CYP3A4	PKI-1	fourth-tier
TRAZODONE	ATAZANAVIR	CYP3A4	PKI-1	fourth-tier
VENLAFAXINE	ATAZANAVIR	CYP3A4	PKI-1	fourth-tier
R-CITALOPRAM	AMIODARONE	CYP2D6	PKI-1	fourth-tier
DULOXETINE	AMIODARONE	CYP2D6	PKI-1	fourth-tier
ESCITALOPRAM	AMIODARONE	CYP2D6	PKI-1	fourth-tier
FLUOXETINE	AMIODARONE	CYP2D6	PKI-1	fourth-tier
FLUVOXAMINE	AMIODARONE	CYP2D6	PKI-1	fourth-tier
MIRTAZAPINE	AMIODARONE	CYP2D6	PKI-1	fourth-tier
PAROXETINE	AMIODARONE	CYP2D6	PKI-1	fourth-tier
VENLAFAXINE	AMIODARONE	CYP2D6	PKI-1	fourth-tier

ANTIDEPRESSANTS (level PKI-2)

ANTIDEPRESSANTS (level PKI-3)
VENLAFAXINE	QUINIDINE	CYP2D6	PKI-3	fourth-tier
VENLAFAXINE	TERBINAFINE	CYP2D6	PKI-3	fourth-tier
VENLAFAXINE	SERTRALINE	CYP2D6	PKI-3	fourth-tier
VENLAFAXINE	RANOLAZINE	CYP2D6	PKI-3	fourth-tier
VENLAFAXINE	PAROXETINE	CYP2D6	PKI-3	fourth-tier
VENLAFAXINE	FLUOXETINE	CYP2D6	PKI-3	fourth-tier
VENLAFAXINE	DULOXETINE	CYP2D6	PKI-3	fourth-tier
VENLAFAXINE	CINACALCET	CYP2D6	PKI-3	fourth-tier
VENLAFAXINE	BUPROPION	CYP2D6	PKI-3	fourth-tier
VENLAFAXINE	AMIODARONE	CYP2D6	PKI-3	fourth-tier

ANTIDEPRESSANTS (level NO-PKI)
R-CITALOPRAM	ZIPRASIDONE	CYP2D6	NO-PKI	fourth-tier
DULOXETINE	ZIPRASIDONE	CYP2D6	NO-PKI	fourth-tier
ESCITALOPRAM	ZIPRASIDONE	CYP2D6	NO-PKI	fourth-tier
FLUOXETINE	ZIPRASIDONE	CYP2D6	NO-PKI	fourth-tier
FLUVOXAMINE	ZIPRASIDONE	CYP2D6	NO-PKI	fourth-tier
MIRTAZAPINE	ZIPRASIDONE	CYP2D6	NO-PKI	fourth-tier
PAROXETINE	ZIPRASIDONE	CYP2D6	NO-PKI	fourth-tier
VENLAFAXINE	ZIPRASIDONE	CYP2D6	NO-PKI	fourth-tier
R-CITALOPRAM	RISPERIDONE	CYP2D6	NO-PKI	fourth-tier
DULOXETINE	RISPERIDONE	CYP2D6	NO-PKI	fourth-tier
ESCITALOPRAM	RISPERIDONE	CYP2D6	NO-PKI	fourth-tier
FLUOXETINE	RISPERIDONE	CYP2D6	NO-PKI	fourth-tier
FLUVOXAMINE	RISPERIDONE	CYP2D6	NO-PKI	fourth-tier
MIRTAZAPINE	RISPERIDONE	CYP2D6	NO-PKI	fourth-tier
PAROXETINE	RISPERIDONE	CYP2D6	NO-PKI	fourth-tier
VENLAFAXINE	RISPERIDONE	CYP2D6	NO-PKI	fourth-tier
R-CITALOPRAM	PERPHENAZINE	CYP2D6	NO-PKI	fourth-tier
DULOXETINE	PERPHENAZINE	CYP2D6	NO-PKI	fourth-tier
ESCITALOPRAM	PERPHENAZINE	CYP2D6	NO-PKI	fourth-tier
FLUOXETINE	PERPHENAZINE	CYP2D6	NO-PKI	fourth-tier
FLUVOXAMINE	PERPHENAZINE	CYP2D6	NO-PKI	fourth-tier
MIRTAZAPINE	PERPHENAZINE	CYP2D6	NO-PKI	fourth-tier
PAROXETINE	PERPHENAZINE	CYP2D6	NO-PKI	fourth-tier
VENLAFAXINE	PERPHENAZINE	CYP2D6	NO-PKI	fourth-tier
DULOXETINE	PERPHENAZINE	CYP1A2	NO-PKI	fourth-tier
MIRTAZAPINE	PERPHENAZINE	CYP1A2	NO-PKI	fourth-tier
R-CITALOPRAM	FLUPHENAZINE	CYP2D6	NO-PKI	fourth-tier
DULOXETINE	FLUPHENAZINE	CYP2D6	NO-PKI	fourth-tier
ESCITALOPRAM	FLUPHENAZINE	CYP2D6	NO-PKI	fourth-tier
FLUOXETINE	FLUPHENAZINE	CYP2D6	NO-PKI	fourth-tier
FLUVOXAMINE	FLUPHENAZINE	CYP2D6	NO-PKI	fourth-tier
MIRTAZAPINE	FLUPHENAZINE	CYP2D6	NO-PKI	fourth-tier
PAROXETINE	FLUPHENAZINE	CYP2D6	NO-PKI	fourth-tier
VENLAFAXINE	FLUPHENAZINE	CYP2D6	NO-PKI	fourth-tier
DULOXETINE	FLUPHENAZINE	CYP1A2	NO-PKI	fourth-tier
MIRTAZAPINE	FLUPHENAZINE	CYP1A2	NO-PKI	fourth-tier
R-CITALOPRAM	CLOZAPINE	CYP2D6	NO-PKI	fourth-tier
DULOXETINE	CLOZAPINE	CYP2D6	NO-PKI	fourth-tier
ESCITALOPRAM	CLOZAPINE	CYP2D6	NO-PKI	fourth-tier
FLUOXETINE	CLOZAPINE	CYP2D6	NO-PKI	fourth-tier
FLUVOXAMINE	CLOZAPINE	CYP2D6	NO-PKI	fourth-tier
MIRTAZAPINE	CLOZAPINE	CYP2D6	NO-PKI	fourth-tier
PAROXETINE	CLOZAPINE	CYP2D6	NO-PKI	fourth-tier
VENLAFAXINE	CLOZAPINE	CYP2D6	NO-PKI	fourth-tier
R-CITALOPRAM	SIMVASTATIN	CYP3A4	NO-PKI	fourth-tier
ESCITALOPRAM	SIMVASTATIN	CYP3A4	NO-PKI	fourth-tier
MIRTAZAPINE	SIMVASTATIN	CYP3A4	NO-PKI	fourth-tier
TRAZODONE	SIMVASTATIN	CYP3A4	NO-PKI	fourth-tier
VENLAFAXINE	SIMVASTATIN	CYP3A4	NO-PKI	fourth-tier
R-CITALOPRAM	BETA-HYDROXY-SIMVASTATIN	CYP3A4	NO-PKI	fourth-tier
ESCITALOPRAM	BETA-HYDROXY-SIMVASTATIN	CYP3A4	NO-PKI	fourth-tier
MIRTAZAPINE	BETA-HYDROXY-SIMVASTATIN	CYP3A4	NO-PKI	fourth-tier
TRAZODONE	BETA-HYDROXY-SIMVASTATIN	CYP3A4	NO-PKI	fourth-tier
VENLAFAXINE	BETA-HYDROXY-SIMVASTATIN	CYP3A4	NO-PKI	fourth-tier

SEDATIVE-HYPNOTICS (level PKI-1)
ESZOPICLONE	ITRACONAZOLE	CYP3A4	PKI-1	fourth-tier
ZALEPLON	ITRACONAZOLE	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	ITRACONAZOLE	CYP3A4	PKI-1	fourth-tier
ESZOPICLONE	ZAFIRLUKAST	CYP3A4	PKI-1	fourth-tier
ZALEPLON	ZAFIRLUKAST	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	ZAFIRLUKAST	CYP3A4	PKI-1	fourth-tier
ESZOPICLONE	VORICONAZOLE-N-OXIDE	CYP3A4	PKI-1	fourth-tier
ZALEPLON	VORICONAZOLE-N-OXIDE	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	VORICONAZOLE-N-OXIDE	CYP3A4	PKI-1	fourth-tier
ESZOPICLONE	VORICONAZOLE	CYP3A4	PKI-1	fourth-tier
ZALEPLON	VORICONAZOLE	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	VORICONAZOLE	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	VERAPAMIL	CYP3A5	PKI-1	fourth-tier
ESZOPICLONE	VERAPAMIL	CYP3A4	PKI-1	fourth-tier
ZALEPLON	VERAPAMIL	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	VERAPAMIL	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	TELITHROMYCIN	CYP3A5	PKI-1	fourth-tier
ESZOPICLONE	TELITHROMYCIN	CYP3A4	PKI-1	fourth-tier
ZALEPLON	TELITHROMYCIN	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	TELITHROMYCIN	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	RITONAVIR	CYP3A5	PKI-1	fourth-tier
ESZOPICLONE	RITONAVIR	CYP3A4	PKI-1	fourth-tier
ZALEPLON	RITONAVIR	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	RITONAVIR	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	RANOLAZINE	CYP3A5	PKI-1	fourth-tier
ESZOPICLONE	RANOLAZINE	CYP3A4	PKI-1	fourth-tier
ZALEPLON	RANOLAZINE	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	RANOLAZINE	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	NEFAZODONE	CYP3A5	PKI-1	fourth-tier
ESZOPICLONE	NEFAZODONE	CYP3A4	PKI-1	fourth-tier
ZALEPLON	NEFAZODONE	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	NEFAZODONE	CYP3A4	PKI-1	fourth-tier
ESZOPICLONE	KETOCONAZOLE	CYP3A4	PKI-1	fourth-tier
ZALEPLON	KETOCONAZOLE	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	KETOCONAZOLE	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	INDINAVIR	CYP3A5	PKI-1	fourth-tier
ESZOPICLONE	INDINAVIR	CYP3A4	PKI-1	fourth-tier
ZALEPLON	INDINAVIR	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	INDINAVIR	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	FLUCONAZOLE	CYP3A5	PKI-1	fourth-tier
ESZOPICLONE	FLUCONAZOLE	CYP3A4	PKI-1	fourth-tier
ZALEPLON	FLUCONAZOLE	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	FLUCONAZOLE	CYP3A4	PKI-1	fourth-tier
ESZOPICLONE	ERYTHROMYCIN	CYP3A4	PKI-1	fourth-tier
ZALEPLON	ERYTHROMYCIN	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	ERYTHROMYCIN	CYP3A4	PKI-1	fourth-tier
ESZOPICLONE	DILTIAZEM	CYP3A4	PKI-1	fourth-tier
ZALEPLON	DILTIAZEM	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	DILTIAZEM	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	CLARITHROMYCIN	CYP3A5	PKI-1	fourth-tier
ESZOPICLONE	CLARITHROMYCIN	CYP3A4	PKI-1	fourth-tier
ZALEPLON	CLARITHROMYCIN	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	CLARITHROMYCIN	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	CIMETIDINE	CYP3A5	PKI-1	fourth-tier
ESZOPICLONE	CIMETIDINE	CYP3A4	PKI-1	fourth-tier
ZALEPLON	CIMETIDINE	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	CIMETIDINE	CYP3A4	PKI-1	fourth-tier
ESZOPICLONE	ATORVASTATIN	CYP3A4	PKI-1	fourth-tier
ZALEPLON	ATORVASTATIN	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	ATORVASTATIN	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	ATAZANAVIR	CYP3A5	PKI-1	fourth-tier
ESZOPICLONE	ATAZANAVIR	CYP3A4	PKI-1	fourth-tier
ZALEPLON	ATAZANAVIR	CYP3A4	PKI-1	fourth-tier
ZOLPIDEM	ATAZANAVIR	CYP3A4	PKI-1	fourth-tier

SEDATIVE-HYPNOTICS (level PKI-2)

SEDATIVE-HYPNOTICS (level PKI-3)

SEDATIVE-HYPNOTICS (level NO-PKI)
ESZOPICLONE	SIMVASTATIN	CYP3A4	NO-PKI	fourth-tier
ZALEPLON	SIMVASTATIN	CYP3A4	NO-PKI	fourth-tier
ZOLPIDEM	SIMVASTATIN	CYP3A4	NO-PKI	fourth-tier
ESZOPICLONE	BETA-HYDROXY-SIMVASTATIN	CYP3A4	NO-PKI	fourth-tier
ZALEPLON	BETA-HYDROXY-SIMVASTATIN	CYP3A4	NO-PKI	fourth-tier
ZOLPIDEM	BETA-HYDROXY-SIMVASTATIN	CYP3A4	NO-PKI	fourth-tier

